               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.017321,            0.012581,          0.00014802,             0.83997,             0.74445,             0.82497,             0.63727,            0.017574,             0.00977,          0.00019316,            0.002674,            0.002674,            0.002674
                  76,            0.017185,            0.012798,           0.0001403,             0.83539,             0.75516,             0.82591,             0.63521,            0.017122,           0.0094799,          0.00016648,            0.002575,            0.002575,            0.002575
                  77,            0.017317,            0.012557,          0.00013941,             0.83328,             0.75363,             0.81888,             0.62434,            0.017039,           0.0097662,          0.00016582,            0.002476,            0.002476,            0.002476
                  78,             0.01743,            0.012418,          0.00013421,             0.79241,              0.7827,             0.82485,             0.63521,             0.01747,           0.0098163,          0.00016296,            0.002377,            0.002377,            0.002377
                  79,            0.016933,            0.012479,          0.00012636,             0.81778,             0.75287,             0.82191,             0.63998,            0.017459,           0.0098829,          0.00017229,            0.002278,            0.002278,            0.002278
                  80,            0.017428,            0.012362,          0.00012304,             0.79508,             0.78424,             0.82348,             0.62761,            0.017254,           0.0095651,           0.0001451,            0.002179,            0.002179,            0.002179
                  81,            0.016994,            0.012171,          0.00012384,             0.82298,             0.75363,              0.8249,             0.64251,            0.017539,            0.009598,          0.00014908,             0.00208,             0.00208,             0.00208
                  82,            0.016356,            0.012116,          0.00011381,             0.81821,             0.75134,             0.82287,             0.63505,             0.01757,           0.0097043,          0.00013288,            0.001981,            0.001981,            0.001981
                  83,            0.017375,             0.01195,          0.00010921,             0.81667,             0.75822,             0.81211,             0.62438,            0.016905,           0.0097463,          0.00014588,            0.001882,            0.001882,            0.001882
                  84,            0.016511,             0.01194,          0.00010772,             0.83001,              0.7368,             0.82008,             0.63324,            0.017697,           0.0099299,          0.00016227,            0.001783,            0.001783,            0.001783
                  85,             0.01655,            0.012127,          0.00010149,             0.82456,             0.75513,             0.82108,             0.63461,            0.017052,            0.009457,          0.00013371,            0.001684,            0.001684,            0.001684
                  86,            0.016509,             0.01214,          9.8061e-05,             0.81897,              0.7697,             0.82536,             0.63939,            0.017733,           0.0098719,          0.00015363,            0.001585,            0.001585,            0.001585
                  87,            0.016066,            0.011679,           9.178e-05,             0.81983,             0.75897,             0.82091,             0.63741,            0.017592,            0.010003,          0.00017388,            0.001486,            0.001486,            0.001486
                  88,            0.016228,            0.011885,          8.7237e-05,             0.82425,             0.75746,             0.82308,             0.63954,            0.017378,           0.0098036,          0.00012112,            0.001387,            0.001387,            0.001387
                  89,            0.015967,             0.01156,          8.3292e-05,             0.81778,             0.76282,             0.82692,              0.6463,            0.017742,            0.010013,          0.00015755,            0.001288,            0.001288,            0.001288
                  90,            0.015614,            0.011487,          7.9159e-05,             0.82356,             0.75516,             0.82349,             0.64288,            0.017198,            0.009875,          0.00015361,            0.001189,            0.001189,            0.001189
                  91,            0.015473,            0.011946,          7.6863e-05,             0.79658,             0.77506,              0.8242,              0.6447,              0.0175,           0.0097452,          0.00012645,             0.00109,             0.00109,             0.00109
                  92,            0.015378,            0.011671,          0.00010925,             0.79062,             0.78424,             0.82677,             0.64497,             0.01746,            0.010026,           0.0001324,            0.000991,            0.000991,            0.000991
                  93,            0.016185,            0.011315,          7.5275e-05,             0.79129,              0.7832,             0.82859,             0.65305,            0.016999,           0.0098348,          0.00013531,            0.000892,            0.000892,            0.000892
                  94,            0.015891,            0.011519,          7.3612e-05,             0.80303,             0.77047,             0.82724,             0.65361,              0.0172,           0.0098895,          0.00015185,            0.000793,            0.000793,            0.000793
                  95,            0.015185,            0.011281,          6.7316e-05,             0.83526,             0.76031,             0.83026,             0.65567,            0.017352,           0.0099507,          0.00014605,            0.000694,            0.000694,            0.000694
                  96,            0.015515,            0.011119,          6.6304e-05,              0.8196,             0.76588,             0.82784,             0.65369,            0.017261,            0.010039,          0.00013214,            0.000595,            0.000595,            0.000595
                  97,            0.015528,            0.011587,          6.7407e-05,              0.8054,             0.77581,             0.82655,             0.65698,            0.017229,           0.0098959,          0.00012573,            0.000496,            0.000496,            0.000496
                  98,            0.015335,            0.011325,          6.4474e-05,             0.83885,             0.74292,              0.8272,             0.65713,            0.017267,            0.010001,          0.00013576,            0.000397,            0.000397,            0.000397
                  99,            0.014787,            0.011024,          6.2455e-05,              0.7981,             0.78653,             0.82855,              0.6613,            0.017227,            0.010085,          0.00014436,            0.000298,            0.000298,            0.000298
